Date,Indicator,Category,Unit,Value
2024-08-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.773801
2024-08-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,19.064526
2024-08-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,10.361478
2024-08-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3723.647287
2024-08-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3716.060000
2024-09-01,Central Bank Rate,Policy Rate,Percent per Annum,10.000000
2024-09-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,11.372374
2024-09-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,18.839196
2024-09-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,11.229177
2024-09-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3711.313088
2024-09-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3690.045455
2024-10-01,Central Bank Rate,Policy Rate,Percent per Annum,9.750000
2024-10-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,11.052931
2024-10-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,19.434958
2024-10-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,10.986835
2024-10-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3667.926067
2024-10-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3662.050000
2024-11-01,Central Bank Rate,Policy Rate,Percent per Annum,9.750000
2024-11-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,11.990439
2024-11-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,18.079698
2024-11-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,11.532684
2024-11-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3678.647547
2024-11-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3688.860000
2024-12-01,Central Bank Rate,Policy Rate,Percent per Annum,9.750000
2024-12-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,12.411243
2024-12-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,17.370969
2024-12-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,11.612251
2024-12-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3664.081712
2024-12-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3681.136364
2025-01-01,Central Bank Rate,Policy Rate,Percent per Annum,9.750000
2025-01-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,11.862915
2025-01-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,16.498806
2025-01-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,11.702139
2025-01-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3688.958988
2025-01-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3684.760000
2025-02-01,Central Bank Rate,Policy Rate,Percent per Annum,9.750000
2025-02-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,11.950087
2025-02-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,18.757481
2025-02-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,10.978684
2025-02-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3677.701830
2025-02-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3678.819091
2025-03-01,Central Bank Rate,Policy Rate,Percent per Annum,9.750000
2025-03-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,11.512549
2025-03-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,17.739202
2025-03-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,10.772378
2025-03-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3667.864600
2025-03-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3661.620000
2025-04-01,Central Bank Rate,Policy Rate,Percent per Annum,9.750000
2025-04-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,11.727075
2025-04-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,16.636481
2025-04-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,10.656253
2025-04-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3669.612057
2025-04-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3664.668409
2025-05-01,Central Bank Rate,Policy Rate,Percent per Annum,9.750000
2025-05-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,11.355618
2025-05-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,18.639133
2025-05-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,10.504621
2025-05-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3653.397154
2025-05-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3631.818864
2025-06-01,Central Bank Rate,Policy Rate,Percent per Annum,9.750000
2025-06-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,11.069044
2025-06-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,19.074083
2025-06-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,9.430178
2025-06-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3605.838434
2025-06-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3594.590455
2025-07-01,Central Bank Rate,Policy Rate,Percent per Annum,9.750000
2025-07-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,11.869760
2025-07-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,19.646047
2025-07-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,9.819475
2025-07-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3586.565909
2025-07-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3585.020000
2025-08-01,Central Bank Rate,Policy Rate,Percent per Annum,9.750000
2025-08-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,11.098408
2025-08-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,18.464203
2025-08-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,9.939133
2025-08-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3563.928864
2025-08-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3550.360000
2025-09-01,Central Bank Rate,Policy Rate,Percent per Annum,9.750000
2025-09-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,9.650669
2025-09-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,18.449613
2025-09-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,9.871579
2025-09-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3507.790207
2025-09-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3490.000000
2025-10-01,Central Bank Rate,Policy Rate,Percent per Annum,9.750000
2025-10-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.169064
2025-10-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,19.705051
2025-10-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,9.876760
2025-10-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3463.855764
2025-10-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3478.950000
2025-11-01,Central Bank Rate,Policy Rate,Percent per Annum,9.750000
2025-11-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.790675
2025-11-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,18.430000
2025-11-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,9.804430
2025-11-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3575.136625
2025-11-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3630.090000
2025-12-01,Central Bank Rate,Policy Rate,Percent per Annum,9.750000
2025-12-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,11.824216
2025-12-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,18.001564
2025-12-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,9.980996
2025-12-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3575.228874
2025-12-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3619.650000
2026-01-01,Central Bank Rate,Policy Rate,Percent per Annum,9.750000
2026-01-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.788548
2026-01-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,18.332822
2026-01-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,10.304473
2026-01-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3562.143712
2026-01-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3563.181364
2026-02-01,Central Bank Rate,Policy Rate,Percent per Annum,9.750000
2026-02-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,11.132833
2026-02-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,18.725898
2026-02-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,10.254898
2026-02-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3568.228935
2026-02-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3600.000000
2026-03-01,Central Bank Rate,Policy Rate,Percent per Annum,9.750000
2026-03-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,11.017617
2026-03-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,18.892667
2026-03-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,10.124525
2026-03-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3730.530987
2026-03-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3762.577955
2026-04-01,Central Bank Rate,Policy Rate,Percent per Annum,9.750000
2026-04-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,11.010155
2026-04-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,18.259316
2026-04-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,10.239019
2026-04-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3716.699226
2026-04-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3749.520000
2026-05-01,Central Bank Rate,Policy Rate,Percent per Annum,9.750000
2026-05-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,11.228472
2026-05-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,18.004078
2026-05-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,10.078588
2026-05-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3764.109868
2026-05-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3773.827857
2026-06-01,Central Bank Rate,Policy Rate,Percent per Annum,9.750000
2026-06-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.716234
2026-06-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,16.930000
2026-06-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,9.908465
2026-06-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3710.635821
2026-06-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3665.100000
2026-07-01,Central Bank Rate,Policy Rate,Percent per Annum,9.750000
2026-07-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,9.810669
2026-07-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3704.514719
2026-07-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3751.840714
